"ID_1","NAME_1","population_2010"
1,"Aegean",218747
2,"Athos",8739
3,"Attica",2286717
4,"Crete",271102
5,"Epirus and Western Macedonia",640270
6,"Macedonia and Thrace",1525586
7,"Peloponnese, Western Greece and the Ionian Islands",1119767
8,"Thessaly and Central Greece",1306195
