"ID_1","NAME_1","population_2010"
1,"Austurland",10852
2,"Hálshreppur",26826
3,"Höfuðborgarsvæði",145649
4,"Norðurland vestra",6319
5,"Suðurland",42568
6,"Suðurnes",25901
7,"Vestfirðir",5691
8,"Vesturland",6651
