"ID_1","NAME_1","population_2010"
1,"Šiauliai",303844
2,"Alytaus",152463
3,"Kauno",597064
4,"Klaipedos",383804
5,"Marijampoles",169544
6,"Panevezio",246084
7,"Taurages",113404
8,"Telšiai",157678
9,"Utenos",175279
10,"Vilniaus",758845
