"ID_1","NAME_1","population_2010"
1,"Ashmore and Cartier Islands",0
2,"Australian Capital Territory",247991
3,"Coral Sea Islands",1
4,"Jervis Bay Territory",24828
5,"New South Wales",6289312
6,"Northern Territory",190086
7,"Queensland",3916816
8,"South Australia",1434272
9,"Tasmania",428679
10,"Victoria",4438575
11,"Western Australia",1975043
