"ID_1","NAME_1","population_2010"
1,"Évora",172877
2,"Aveiro",681541
3,"Azores",246378
4,"Beja",138419
5,"Braga",1020175
6,"Bragança",124126
7,"Castelo Branco",190977
8,"Coimbra",363055
9,"Faro",328968
10,"Guarda",166559
11,"Leiria",382429
12,"Lisboa",1460612
13,"Madeira",267795
14,"Portalegre",133050
15,"Porto",1665695
16,"Santarém",476965
17,"Setúbal",1250823
18,"Viana do Castelo",84928
19,"Vila Real",182638
20,"Viseu",401252
