"ID_2","NAME_2","population_2010"
1,"Bas-Rhin",944156
2,"Haut-Rhin",689086
3,"Dordogne",498133
4,"Gironde",1414827
5,"Landes",425489
6,"Lot-et-Garonne",299557
7,"Pyrénées-Atlantiques",588019
8,"Allier",384384
9,"Cantal",150558
10,"Haute-Loire",180142
11,"Puy-de-Dôme",608930
12,"Essonne",1282557
13,"Hauts-de-Seine",8053400
14,"Paris",5448454
15,"Seine-et-Marne",2083249
16,"Seine-Saint-Denis",6664756
17,"Val-d'Oise",763782
18,"Val-de-Marne",7854909
19,"Yvelines",2203742
20,"Calvados",697373
21,"Manche",408616
22,"Orne",211498
23,"Côte-d'Or",552329
24,"Nièvre",191108
25,"Saône-et-Loire",509487
26,"Yonne",346357
27,"Côtes-d'Armor",447177
28,"Finistère",768690
29,"Ille-et-Vilaine",982299
30,"Morbihan",703798
31,"Cher",323264
32,"Eure-et-Loir",412290
33,"Indre-et-Loire",542720
34,"Indre",203677
35,"Loir-et-Cher",369857
36,"Loiret",654019
37,"Ardennes",256535
38,"Aube",264985
39,"Haute-Marne",183347
40,"Marne",609769
41,"Corse-du-Sud",74723
42,"Haute-Corse",140179
43,"Doubs",485744
44,"Haute-Saône",274372
45,"Jura",223205
46,"Territoire de Belfort",188874
47,"Eure",726729
48,"Seine-Maritime",900770
49,"Aude",362830
50,"Gard",623045
51,"Hérault",1114932
52,"Lozère",99219
53,"Pyrénées-Orientales",373164
54,"Corrèze",199767
55,"Creuse",129263
56,"Haute-Vienne",387947
57,"Meurthe-et-Moselle",684612
58,"Meuse",201278
59,"Moselle",1288478
60,"Vosges",362426
61,"Ariège",219766
62,"Aveyron",249183
63,"Gers",252918
64,"Haute-Garonne",1212187
65,"Hautes-Pyrénées",234951
66,"Lot",176085
67,"Tarn-et-Garonne",198380
68,"Tarn",364883
69,"Nord",2470328
70,"Pas-de-Calais",1281721
71,"Loire-Atlantique",1285377
72,"Maine-et-Loire",816903
73,"Mayenne",341242
74,"Sarthe",543496
75,"Vendée",581907
76,"Aisne",570027
77,"Oise",754096
78,"Somme",499453
79,"Charente-Maritime",520929
80,"Charente",337891
81,"Deux-Sèvres",316446
82,"Vienne",461293
83,"Alpes-de-Haute-Provence",179606
84,"Alpes-Maritimes",938674
85,"Bouches-du-Rhône",1968202
86,"Hautes-Alpes",123551
87,"Var",862199
88,"Vaucluse",310273
89,"Ain",772771
90,"Ardèche",306851
91,"Drôme",518884
92,"Haute-Savoie",1248793
93,"Isère",1164716
94,"Loire",772918
95,"Rhône",1830046
96,"Savoie",368099
