"ID_1","NAME_1","population_2010"
1,"Balzers",77050
2,"Eschen",139496
3,"Gamprin",139496
4,"Mauren",77050
5,"Planken",77050
6,"Ruggell",340730
7,"Schaan",139496
8,"Schellenberg",340730
9,"Triesenberg",77050
10,"Triesen",77050
11,"Valduz",139496
