"ID_1","NAME_1","population_2010"
1,"Abkhazia",272615
2,"Ajaria",333971
3,"Guria",130721
4,"Imereti",541452
5,"Kakheti",402297
6,"Kvemo Kartli",1425674
7,"Mtskheta-Mtianeti",247205
8,"Racha-Lechkhumi-Kvemo Svaneti",60332
9,"Samegrelo-Zemo Svaneti",288435
10,"Samtskhe-Javakheti",161160
11,"Shida Kartli",259383
12,"Tbilisi",1373211
