"ID_2","NAME_2","population_2010"
1,"Autauga",14442
2,"Baldwin",161289
3,"Barbour",17111
4,"Bibb",23634
5,"Blount",93981
6,"Bullock",10630
7,"Butler",23275
8,"Calhoun",123034
9,"Chambers",7453
10,"Cherokee",32661
11,"Chilton",35343
12,"Choctaw",12365
13,"Clarke",21011
14,"Clay",25803
15,"Cleburne",40303
16,"Coffee",51399
17,"Colbert",54098
18,"Conecuh",13555
19,"Coosa",7091
20,"Covington",34320
21,"Crenshaw",11270
22,"Cullman",64140
23,"Dale",34420
24,"Dallas",42459
25,"De Kalb",34981
26,"Elmore",64020
27,"Escambia",32423
28,"Etowah",80667
29,"Fayette",25904
30,"Franklin",30301
31,"Geneva",34044
32,"Greene",18647
33,"Hale",14070
34,"Henry",44044
35,"Houston",81503
36,"Jackson",75192
37,"Jefferson",699658
38,"Lamar",12762
39,"Lauderdale",108166
40,"Lawrence",74160
41,"Lee",138077
42,"Limestone",160934
43,"Lowndes",13381
44,"Macon",18027
45,"Madison",305210
46,"Marengo",18678
47,"Marion",15127
48,"Marshall",66641
49,"Mobile",410974
50,"Monroe",21185
51,"Montgomery",277405
52,"Morgan",60250
53,"Perry",9139
54,"Pickens",19379
55,"Pike",40196
56,"Randolph",32067
57,"Russell",63280
58,"Saint Clair",75157
59,"Shelby",178188
60,"Sumter",16097
61,"Talladega",67720
62,"Tallapoosa",46981
63,"Tuscaloosa",179216
64,"Walker",64869
65,"Washington",20048
66,"Wilcox",16642
67,"Winston",29658
68,"Aleutians East",1955
69,"Aleutians West",1405
70,"Anchorage",263735
71,"Bethel",13895
72,"Bristol Bay",970
73,"Denali",1555
74,"Dillingham",4767
75,"Fairbanks North Star",97617
76,"Haines",2223
77,"Juneau",30574
78,"Kenai Peninsula",35983
79,"Ketchikan Gateway",13452
80,"Kodiak Island",34
81,"Lake and Peninsula",1216
82,"Matanuska-Susitna",323
83,"Nome",4283
84,"North Slope",2856
85,"Northwest Arctic",3068
86,"Prince of Wales-Outer Ketchi",3597
87,"Sitka",8873
88,"Skagway-Yakutat-Angoon",1654
89,"Southeast Fairbanks",6986
90,"Valdez-Cordova",5556
91,"Wade Hampton",6815
92,"Wrangell-Petersburg",1203
93,"Yukon-Koyukuk",5690
94,"Apache",72618
95,"Cochise",217002
96,"Coconino",131610
97,"Gila",47755
98,"Graham",41772
99,"Greenlee",8656
100,"La Paz",12631
101,"Maricopa",3770011
102,"Mohave",121547
103,"Navajo",110732
104,"Pima",976220
105,"Pinal",426150
106,"Santa Cruz",262288
107,"Yavapai",212499
108,"Yuma",174857
109,"Arkansas",16233
110,"Ashley",21480
111,"Baxter",35062
112,"Benton",185561
113,"Boone",32040
114,"Bradley",11877
115,"Calhoun",7320
116,"Carroll",26599
117,"Chicot",47297
118,"Clark",21572
119,"Clay",22565
120,"Cleburne",41875
121,"Cleveland",11805
122,"Columbia",32101
123,"Conway",35368
124,"Craighead",98063
125,"Crawford",23086
126,"Crittenden",21455
127,"Cross",6506
128,"Dallas",7218
129,"Desha",17138
130,"Drew",16695
131,"Faulkner",102146
132,"Franklin",15042
133,"Fulton",18563
134,"Garland",30300
135,"Grant",23534
136,"Greene",39807
137,"Hempstead",19242
138,"Hot Spring",88178
139,"Howard",13696
140,"Independence",46904
141,"Izard",11603
142,"Jackson",13428
143,"Jefferson",80931
144,"Johnson",24614
145,"Lafayette",5608
146,"Lawrence",16420
147,"Lee",17825
148,"Lincoln",15455
149,"Little River",20358
150,"Logan",32743
151,"Lonoke",29170
152,"Madison",20152
153,"Marion",28856
154,"Miller",15711
155,"Mississippi",36360
156,"Monroe",10200
157,"Montgomery",13320
158,"Nevada",10574
159,"Newton",3960
160,"Ouachita",27656
161,"Perry",3572
162,"Phillips",22914
163,"Pike",4176
164,"Poinsett",26433
165,"Polk",20481
166,"Pope",55040
167,"Prairie",12767
168,"Pulaski",291976
169,"Randolph",15230
170,"Saint Francis",27897
171,"Saline",233953
172,"Scott",9913
173,"Searcy",5901
174,"Sebastian",168515
175,"Sevier",16602
176,"Sharp",12523
177,"Stone",15003
178,"Union",36379
179,"Van Buren",21880
180,"Washington",215673
181,"White",66781
182,"Woodruff",7363
183,"Yell",26792
184,"Alameda",950910
185,"Alpine",33662
186,"Amador",40584
187,"Butte",237231
188,"Calaveras",37969
189,"Colusa",19847
190,"Contra Costa",943217
191,"Del Norte",26459
192,"El Dorado",117212
193,"Fresno",625073
194,"Glenn",20665
195,"Humboldt",133150
196,"Imperial",123132
197,"Inyo",35081
198,"Kern",754120
199,"Kings",155561
200,"Lake",64178
201,"Lassen",32892
202,"Los Angeles",9741535
203,"Madera",492664
204,"Marin",131028
205,"Mariposa",19507
206,"Mendocino",80885
207,"Merced",281583
208,"Modoc",10109
209,"Mono",12445
210,"Monterey",253259
211,"Napa",244419
212,"Nevada",100186
