"ID_2","NAME_2","population_2010"
88,"Maasdriel",993031
89,"Millingen aan de Rijn",603864
90,"Neede",106365
91,"Neerijnen",349864
92,"Nijkerk",758893
93,"Nijmegen",413655
94,"Nunspeet",238125
95,"Oldebroek",515657
96,"Overbetuwe",642396
97,"Putten",881700
98,"Renkum",1103229
99,"Rheden",1022082
100,"Rijnwaarden",190208
101,"Rozendaal",418219
102,"Ruurlo",203370
103,"Scherpenzeel",589297
104,"Steenderen",269441
105,"Tiel",174192
106,"Ubbergen",603864
107,"Voorst",331860
108,"Vorden",97006
109,"Wageningen",443790
110,"Warnsveld",269441
111,"Wehl",336662
112,"West Maas en Waal",402932
113,"Westervoort",603864
114,"Wijchen",642396
115,"Winterswijk",594744
116,"Wisch",299669
117,"Zaltbommel",692954
118,"Zelhem",243459
119,"Zevenaar",190208
120,"Zutphen",269441
121,"Appingedam",46328
122,"Bedum",323809
123,"Bellingwedde",56587
124,"De Marne",31122
125,"Delfzijl",46328
126,"Eemsmond",61187
127,"Groningen",421841
128,"Grootegast",275567
129,"Haren",262622
130,"Hoogezand-Sappemeer",362249
131,"Leek",98032
132,"Loppersum",107516
133,"Marum",205143
134,"Menterwolde",99627
135,"Pekela",156214
136,"Reiderland",218738
137,"Scheemda",266772
138,"Slochteren",469764
139,"Stadskanaal",289884
140,"Ten Boer",370137
141,"Veendam",99627
142,"Vlagtwedde",61813
143,"Winschoten",156214
144,"Winsum",92310
145,"Zuidhorn",492265
146,NA,603855
147,"Ambt Montfort",384700
148,"Arcen en Velden",304165
149,"Beek",327637
150,"Beesel",395709
151,"Bergen",425356
152,"Brunssum",817234
153,"Echt-Susteren",189084
154,"Eijsden",615277
155,"Gennep",225263
156,"Gulpen-Wittem",327637
157,"Haelen",499175
158,"Heel",189084
159,"Heerlen",817234
160,"Helden",314567
161,"Heythuysen",303559
162,"Horst aan de Maas",418639
163,"Hunsel",189084
164,"Kerkrade",489598
165,"Kessel",314567
166,"Landgraaf",489598
167,"Maasbracht",189084
168,"Maasbree",314567
169,"Maastricht",615277
170,"Margraten",615277
171,"Meerlo-Wanssum",304165
172,"Meerssen",615277
173,"Meijel",114475
174,"Mook en Middelaar",534846
175,"Nederweert",569452
176,"Nuth",327637
177,"Onderbanken",817234
178,"Roerdalen",195616
179,"Roermond",384700
180,"Roggel en Neer",699268
181,"Schinnen",327637
182,"Sevenum",314567
183,"Simpelveld",817234
184,"Sittard-Geleen",516721
185,"Stein",804361
186,"Swalmen",584793
187,"Thorn",189084
188,"Vaals",817234
189,"Valkenburg aan de Geul",327637
190,"Venlo",200093
191,"Venray",539830
192,"Voerendaal",327637
193,"Weert",708070
194,"'s-Hertogenbosch",817359
195,"Aalburg",1011701
196,"Alphen-Chaam",555219
197,"Asten",380368
198,"Baarle-Nassau",246456
199,"Bergeijk",440171
200,"Bergen op Zoom",745693
201,"Bernheze",484289
202,"Best",633696
203,"Bladel",440171
204,"Boekel",305403
205,"Boxmeer",225263
206,"Boxtel",300077
207,"Breda",831836
208,"Cranendonck",404511
209,"Cuijk",534846
210,"Deurne",114475
211,"Dongen",651853
212,"Drimmelen",712473
213,"Eersel",333619
214,"Eindhoven",599512
215,"Etten-Leur",219535
216,"Geertruidenberg",308762
217,"Geldrop",265893
218,"Gemert-Bakel",685771
219,"Gilze en Rijen",308762
220,"Goirle",898309
221,"Grave",947799
222,"Haaren",643168
223,"Halderberge",359503
224,"Heeze-Leende",265893
225,"Helmond",450105
226,"Heusden",643168
227,"Hilvarenbeek",749720
228,"Laarbeek",450105
229,"Landerd",534144
230,"Lith",402932
231,"Loon op Zand",651853
232,"Maasdonk",658481
233,"Mierlo",265893
234,"Mill en Sint Hubert",305403
235,"Moerdijk",359503
236,"Nuenen c.a.",450105
237,"Oirschot",1083339
238,"Oisterwijk",643168
239,"Oosterhout",308762
240,"Oss",887221
241,"Reusel-De Mierden",106552
242,"Roosendaal",826829
243,"Rucphen",990465
244,"Schijndel",484289
245,"Sint-Michielsgestel",300077
246,"Sint-Oedenrode",484289
247,"Sint Anthonis",121191
248,"Someren",380368
249,"Son en Breugel",1083801
250,"Steenbergen",139968
251,"Tilburg",343091
252,"Uden",305403
253,"Valkenswaard",599512
254,"Veghel",184212
255,"Veldhoven",333619
256,"Vught",643168
257,"Waalre",599512
258,"Waalwijk",651853
259,"Werkendam",1653983
260,"Woensdrecht",467327
261,"Woudrichem",359848
262,"Zundert",383170
263,"Aalsmeer",2245116
264,"Alkmaar",430861
265,"Amstelveen",1252357
266,"Amsterdam",1022055
267,"Andijk",241936
268,"Anna Paulowna",89507
269,"Beemster",431725
270,"Bennebroek",541268
271,"Bergen",177676
272,"Beverwijk",718944
273,"Blaricum",489172
274,"Bloemendaal",541268
275,"Bussum",319576
276,"Castricum",430861
277,"Den Helder",125017
278,"Diemen",1341631
279,"Drechterland",178541
280,"Edam-Volendam",498116
281,"Enkhuizen",29622
282,"Graft-De Rijp",253185
283,"Haarlem",541268
284,"Haarlemmerliede c.a.",1563323
285,"Haarlemmermeer",2014815
286,"Harenkarspel",555877
287,"Heemskerk",718944
288,"Heemstede",541268
289,"Heerhugowaard",253185
290,"Heiloo",430861
291,"Hilversum",941044
292,"Hoorn",178541
293,"Huizen",489172
294,"Landsmeer",1022055
295,"Langedijk",430861
296,"Laren",941044
297,"Medemblik",193368
298,"Muiden",319576
299,"Naarden",319576
300,"Niedorp",342692
301,"Noorder-Koggenland",536060
302,"Obdam",253185
303,"Oostzaan",1022055
304,"Opmeer",521233
305,"Ouder-Amstel",1022055
306,"Purmerend",1773356
307,"Schagen",125017
308,"Schermer",253185
309,"Stede Broec",208163
310,"Texel",11676
311,"Uitgeest",972129
312,"Uithoorn",1703848
313,"Velsen",541268
314,"Venhuizen",208163
315,"Waterland",1341631
316,"Weesp",319576
317,"Wervershoof",193368
318,"Wester-Koggenland",431725
319,"Wieringen",104334
320,"Wieringermeer",104334
321,"Wijdemeren",941044
322,"Wognum",431725
323,"Wormerland",1275240
324,"Zaanstad",1994184
325,"Zandvoort",556156
326,"Zeevang",431725
327,"Zijpe",302693
328,"Almelo",175117
329,"Bathmen",228328
330,"Borne",347593
331,"Dalfsen",527499
332,"Deventer",560187
333,"Dinkelland",172477
334,"Enschede",396864
335,"Haaksbergen",330752
336,"Hardenberg",160562
337,"Hellendoorn",131322
338,"Hengelo",678345
339,"Hof van Twente",682286
340,"Kampen",356233
341,"Losser",594215
342,"Oldenzaal",172477
343,"Olst-Wijhe",159425
344,"Ommen",467001
345,"Raalte",290747
346,"Rijssen",403444
347,"Staphorst",164620
348,"Steenwijkerland",375237
349,"Tubbergen",347593
350,"Twenterand",306439
351,"Wierden",306439
352,"Zwartewaterland",240915
353,"Zwolle",324045
354,"Abcoude",2193400
355,"Amerongen",992229
356,"Amersfoort",374247
357,"Baarn",995715
358,"Breukelen",851770
359,"Bunnik",1345579
360,"Bunschoten",543843
361,"De Bilt",621468
362,"De Ronde Venen",1252357
363,"Doorn",374247
364,"Driebergen-Rijsenburg",374247
365,"Eemnes",1484887
366,"Houten",971332
367,"IJsselstein",1027442
368,"Leersum",548439
369,"Leusden",374247
370,"Loenen",1171345
371,"Lopik",1211618
372,"Maarn",374247
373,"Maarssen",621468
374,"Montfoort",851770
375,"Nieuwegein",797140
376,"Oudewater",414478
377,"Renswoude",215049
378,"Rhenen",617982
379,"Soest",995715
380,"Utrecht",621468
381,"Veenendaal",443790
382,"Vianen",797140
383,"Wijk bij Duurstede",724111
384,"Woerden",230302
385,"Woudenberg",589297
386,"Zeist",995715
387,"Borsele",227272
388,"Goes",182953
389,"Hulst",698076
390,"Kapelle",269569
391,"Middelburg",152577
392,"Noord-Beveland",108259
393,"Reimerswaal",680419
394,"Schouwen-Duiveland",178264
395,"Sluis",100795
396,"Terneuzen",722483
397,"Tholen",62010
398,"Veere",209996
399,"Vlissingen",100795
400,NA,56476
401,"'s-Gravendeel",817954
402,"'s-Gravenhage",1068557
403,"'s-Gravenzande",481976
404,"Alblasserdam",598420
405,"Albrandswaard",701480
406,"Alkemade",451492
407,"Alphen aan den Rijn",681793
408,"Barendrecht",1299900
409,"Bergambacht",782596
410,"Bergschenhoek",2699790
411,"Berkel en Rodenrijs",2101370
412,"Bernisse",1063297
413,"Binnenmaas",1299900
414,"Bleiswijk",1049911
415,"Bodegraven",681793
416,"Boskoop",451492
417,"Brielle",361817
418,"Capelle aan den IJssel",598420
419,"Cromstrijen",1659403
420,"De Lier",1063297
421,"Delft",1649878
422,"Dirksland",423827
423,"Dordrecht",1002130
424,"Giessenlanden",184176
425,"Goedereede",369812
426,"Gorinchem",359848
427,"Gouda",1280213
428,"Graafstroom",782596
429,"Hardinxveld-Giessendam",184176
430,"Hellevoetsluis",361817
431,"Hendrik-Ido-Ambacht",598420
432,"Hillegom",541268
433,"Jacobswoude",451492
434,"Katwijk",948398
435,"Korendijk",1203265
436,"Krimpen aan den IJssel",598420
437,"Leerdam",175672
438,"Leiden",1399890
439,"Leiderdorp",451492
440,"Leidschendam-Voorburg",948398
441,"Liemeer",681793
442,"Liesveld",782596
443,"Lisse",992760
444,"Maasland",1063297
445,"Maassluis",1063297
446,"Middelharnis",563795
447,"Monster",1068557
448,"Moordrecht",1049911
449,"Naaldwijk",2131854
450,"Nederlek",598420
451,"Nieuw-Lekkerland",598420
452,"Nieuwerkerk aan den IJssel",598420
453,"Nieuwkoop",681793
454,"Noordwijkerhout",1504554
455,"Noordwijk",1504554
456,"Oegstgeest",948398
457,"Oostflakkee",201978
458,"Oud-Beijerland",701480
459,"Ouderkerk",1049911
460,"Papendrecht",598420
461,"Pijnacker-Nootdorp",1649878
462,"Reeuwijk",681793
463,"Ridderkerk",598420
464,"Rijnsburg",948398
465,"Rijnwoude",451492
466,"Rijswijk",948398
467,"Rotterdam",701480
468,"Rozenburg",1063297
469,"Sassenheim",1399890
470,"Schiedam",701480
471,"Schipluiden",1649878
472,"Schoonhoven",184176
473,"Sliedrecht",782596
474,"Spijkenisse",701480
475,"Strijen",1519435
476,"Ter Aar",681793
477,"Valkenburg",948398
478,"Vlaardingen",701480
479,"Vlist",1464389
480,"Voorhout",1941158
481,"Voorschoten",948398
482,"Waddinxveen",451492
483,"Warmond",1399890
484,"Wassenaar",948398
485,"Wateringen",1770038
486,"Westvoorne",361817
487,"Zederik",359848
488,"Zevenhuizen-Moerkapelle",1049911
489,"Zoetermeer",1399890
490,"Zoeterwoude",1399890
491,"Zwijndrecht",598420
