"ID_2","NAME_2","population_2010"
1,"Aa en Hunze",508504
2,"Assen",486541
3,"Borger-Odoorn",71856
4,"Coevorden",300933
5,"De Wolden",443183
6,"Emmen",263940
7,"Hoogeveen",286450
8,"Meppel",303265
9,"Midden-Drenthe",74399
10,"Noordenveld",412142
11,"Tynaarlo",262622
12,"Westerveld",51488
13,"Almere",489172
14,"Dronten",122807
15,"Lelystad",383315
16,"Noordoostpolder",76295
17,"Urk",61289
18,"Zeewolde",169596
19,"Achtkarspelen",146413
20,"Ameland",52831
21,"Boarnsterhim",158861
22,"Bolsward",119958
23,"Dantumadeel",342910
24,"Dongeradeel",76938
25,"Ferwerderadiel",52831
26,"Franekeradeel",135152
27,"Gaasterlân-Sleat",43959
28,"Harlingen",119958
29,"Heerenveen",400293
30,"Het Bildt",130745
31,"Kollumerland c.a.",177535
32,"Leeuwarden",236775
33,"Leeuwarderadeel",289605
34,"Lemsterland",111769
35,"Littenseradiel",77914
36,"Menaldumadeel",251969
37,"Nijefurd",18946
38,"Ooststellingwerf",323144
39,"Opsterland",498325
40,"Schiermonnikoog",71169
41,"Skarsterlân",348543
42,"Smallingerland",107111
43,"Sneek",236775
44,"Terschelling",19963
45,"Tytsjerksteradiel",303608
46,"Vlieland",59244
47,"Wûnseradiel",198175
48,"Weststellingwerf",134322
49,"Wymbritseradiel",299680
50,"Aalten",299669
51,"Angerlo",362643
52,"Apeldoorn",245784
53,"Arnhem",659439
54,"Barneveld",835080
55,"Bergh",336662
56,"Beuningen",642396
57,"Borculo",203370
58,"Brummen",172435
59,"Buren",578604
60,"Culemborg",349864
61,"Didam",190208
62,"Dinxperlo",299669
63,"Doesburg",362643
64,"Doetinchem",336662
65,"Druten",228741
66,"Duiven",603864
67,"Ede",215049
68,"Eibergen",330752
69,"Elburg",115318
70,"Epe",274742
71,"Ermelo",698958
72,"Geldermalsen",175672
73,"Gendringen",146454
74,"Gorssel",269441
75,"Groenlo",106365
76,"Groesbeek",725055
77,"Harderwijk",122807
78,"Hattem",324045
79,"Heerde",274742
80,"Hengelo",97006
81,"Heumen",642396
82,"Hummelo en Keppel",606103
83,"Kesteren",402932
84,"Lichtenvoorde",503040
85,"Lingewaal",359848
86,"Lingewaard",603864
87,"Lochem",203370
