"ID_1","NAME_1","population_2010"
1,"Alsace",1633242
2,"Aquitaine",3226026
3,"Auvergne",1324013
4,"Île-de-France",11781784
5,"Basse-Normandie",1317487
6,"Bourgogne",1599281
7,"Bretagne",2901963
8,"Centre",2505827
9,"Champagne-Ardenne",1314637
10,"Corse",214903
11,"Franche-Comté",1172196
12,"Haute-Normandie",1627499
13,"Languedoc-Roussillon",2573190
14,"Limousin",716977
15,"Lorraine",2536794
16,"Midi-Pyrénées",2908353
17,"Nord-Pas-de-Calais",3752049
18,"Pays de la Loire",3568925
19,"Picardie",1823575
20,"Poitou-Charentes",1636559
21,"Provence-Alpes-Côte d'Azur",4382505
22,"Rhône-Alpes",6983077
